tetrad#	chr#	pos(bp)	co_type	chromatids	GCasso_tract_len	GCasso_marker#	#GCasso	snp_start_out	snp_start_in	snp_end_in	snp_end_out
18	14	703110.0	0	[1, 2]	0	0	0	697751	708469	697751	708469
18	14	214993.75	1	[1, 4]	10863.5	103	1	211869	228982	209538	209586
18	14	50265.5	0	[3, 4]	0	0	0	48024	52507	48024	52507
18	14	673183.5	0	[2, 3]	0	0	0	672801	673566	672801	673566
18	15	668358.0	0	[3, 4]	0	0	0	666084	670632	666084	670632
18	15	192475.5	0	[1, 2]	0	0	0	191715	193236	191715	193236
18	15	733275.0	0	[3, 4]	0	0	0	710652	755898	710652	755898
18	15	451263.0	0	[2, 4]	0	0	0	435311	467215	435311	467215
18	15	266612.25	1	[1, 4]	10547.5	4	1	262379	281393	260927	261750
18	15	40559.5	0	[2, 4]	0	0	0	18940	62179	18940	62179
18	15	133004.5	4	[2, 4]	2692.0	5	0	131415	131902	134482	134523
18	16	240899.0	0	[1, 2]	0	0	0	240547	241251	240547	241251
18	16	40533.0	0	[3, 4]	0	0	0	31079	49987	31079	49987
18	16	26576.5	0	[1, 2]	0	0	0	22336	30817	22336	30817
18	16	490834.5	0	[2, 4]	0	0	0	471074	510595	471074	510595
18	16	605377.0	0	[1, 3]	0	0	0	579217	631537	579217	631537
19	1	169571.0	0	[1, 4]	0	0	0	168288	170854	168288	170854
19	1	35255.5	0	[2, 3]	0	0	0	31848	38663	31848	38663
19	2	162485.5	1	[2, 3]	1095.0	3	1	161694	162182	162636	163430
19	2	32216.25	1	[2, 4]	1222.5	12	1	31341	31869	32678	32977
19	2	1040780.5	0	[3, 4]	0	0	0	1037324	1044237	1037324	1044237
19	2	402509.5	0	[1, 3]	0	0	0	401196	403823	401196	403823
19	2	184503.5	0	[2, 3]	0	0	0	183212	185795	183212	185795
19	2	817110.0	0	[3, 4]	0	0	0	813229	820991	813229	820991
19	2	1248285.5	0	[3, 4]	0	0	0	1232850	1263721	1232850	1263721
19	2	1268212.0	0	[3, 4]	0	0	0	1265288	1271136	1265288	1271136
19	3	220015.0	0	[1, 4]	0	0	0	216347	223683	216347	223683
19	3	130499.5	0	[1, 3]	0	0	0	124890	136109	124890	136109
19	3	202149.0	0	[1, 2]	0	0	0	197092	207206	197092	207206
19	3	267803.0	1	[2, 4]	11381.0	3	1	263055	283932	261726	262499
19	4	859554.5	0	[2, 3]	0	0	0	853456	865653	853456	865653
19	4	631511.0	0	[1, 4]	0	0	0	588239	674783	588239	674783
19	4	264468.5	0	[2, 4]	0	0	0	244717	284220	244717	284220
19	4	32377.5	0	[3, 4]	0	0	0	24844	39911	24844	39911
19	5	317835.5	1	[1, 2]	18007.0	7	1	310053	343625	308808	308856
19	5	198952.0	0	[1, 4]	0	0	0	169099	228805	169099	228805
19	5	44896.5	0	[2, 4]	0	0	0	44513	45280	44513	45280
19	6	452356.5	1	[2, 4]	2216.0	7	1	453290	453639	450929	451568
19	6	71268.5	1	[2, 3]	5062.0	1	1	69747	77852	67728	69747
19	6	418158.0	0	[2, 4]	0	0	0	390766	445550	390766	445550
19	6	389965.5	0	[3, 4]	0	0	0	389165	390766	389165	390766
19	6	235953.75	8	[1, 4]	2072.5	1	1	234071	235764	235764	238216
19	7	956835.0	0	[2, 3]	0	0	0	956296	957374	956296	957374
19	7	71504.25	1	[1, 4]	1821.5	5	1	70396	70791	71653	73177
19	7	437191.0	1	[1, 4]	1582.0	3	1	436226	436574	437469	438495
19	7	617468.5	0	[1, 2]	0	0	0	615880	619057	615880	619057
19	7	839940.5	0	[3, 4]	0	0	0	815725	864156	815725	864156
19	7	520182.25	1	[2, 3]	1814.5	7	1	521051	521128	519030	519520
19	8	124186.75	1	[2, 3]	17866.5	9	1	118236	148004	114975	115532
19	8	518689.25	8	[2, 4]	618.5	4	1	518012	518748	518997	519000
19	8	68132.5	1	[1, 4]	2999.0	8	1	65658	67608	69508	69756
19	8	265197.0	0	[1, 4]	0	0	0	252158	278236	252158	278236
19	8	723300.5	0	[3, 4]	0	0	0	720937	725664	720937	725664
19	9	413627.5	1	[2, 4]	847.0	1	1	412860	413548	413548	414554
19	9	400358.75	1	[1, 3]	1926.5	4	1	397894	400897	401002	401642
19	10	105683.5	1	[2, 4]	13671.0	1	1	102094	122944	95602	102094
19	10	720470.5	0	[2, 4]	0	0	0	690358	750583	690358	750583
19	10	456550.0	0	[3, 4]	0	0	0	430442	482658	430442	482658
19	10	562375.5	0	[1, 2]	0	0	0	546058	578693	546058	578693
19	10	287601.5	1	[1, 3]	543.0	25	1	287303	287357	287857	287889
19	10	844364.75	1	[2, 3]	2236.5	2	1	844522	846444	842217	844276
19	11	467843.0	0	[1, 3]	0	0	0	435879	499807	435879	499807
19	11	149876.5	0	[2, 3]	0	0	0	142031	157722	142031	157722
19	11	39602.0	1	[2, 3]	7322.0	3	1	35368	36514	36946	49580
19	12	76631.5	0	[1, 4]	0	0	0	76455	76808	76455	76808
19	12	326817.25	1	[2, 4]	1833.5	13	1	325728	326073	326956	328512
19	12	251395.5	1	[2, 4]	1548.0	1	1	251051	253288	250192	251051
19	13	306410.5	1	[1, 3]	374.0	1	1	306124	306323	306323	306872
19	13	136112.0	0	[2, 4]	0	0	0	103864	168360	103864	168360
19	13	566115.0	1	[1, 3]	19863.0	5	1	540144	572223	574407	577686
19	13	704721.0	0	[2, 3]	0	0	0	668196	741246	668196	741246
19	13	801652.5	0	[3, 4]	0	0	0	800839	802466	800839	802466
19	14	716575.25	1	[1, 3]	3987.5	2	1	713032	716131	716132	721006
19	14	625485.75	3	[1, 3]	1386.5	2	1	624530	625055	626175	626183
19	15	696661.0	1	[2, 3]	681.0	4	1	696160	696481	696790	697213
19	15	576056.75	1	[1, 4]	1156.5	1	1	576024	577246	574933	576024
19	15	163216.5	0	[2, 4]	0	0	0	136222	190211	136222	190211
19	15	357667.5	0	[2, 3]	0	0	0	349233	366102	349233	366102
19	16	383396.0	0	[3, 4]	0	0	0	383180	383612	383180	383612
19	16	26576.5	0	[2, 4]	0	0	0	22336	30817	22336	30817
19	16	490834.5	0	[2, 4]	0	0	0	471074	510595	471074	510595
19	16	849246.5	0	[2, 4]	0	0	0	848739	849754	848739	849754
19	16	182993.0	0	[1, 4]	0	0	0	141202	224784	141202	224784
20	1	159063.5	5	[2, 3]	0	0	0	157129	160998	157129	160998
20	1	159063.5	5	[1, 4]	0	0	0	157129	160998	157129	160998
20	2	514047.0	0	[2, 3]	0	0	0	491652	536442	491652	536442
20	2	1177387.5	0	[2, 3]	0	0	0	1121925	1232850	1121925	1232850
20	2	399199.0	0	[1, 4]	0	0	0	397202	401196	397202	401196
20	2	911182.0	0	[1, 3]	0	0	0	880434	941930	880434	941930
20	2	65476.5	0	[1, 3]	0	0	0	44979	85974	44979	85974
20	2	1052573.75	1	[3, 4]	23586.5	10	1	1045293	1083441	1037324	1044237
20	2	1268212.0	5	[1, 4]	0	0	0	1265288	1271136	1265288	1271136
20	2	1268212.0	5	[2, 3]	0	0	0	1265288	1271136	1265288	1271136
20	3	220015.0	0	[2, 4]	0	0	0	216347	223683	216347	223683
20	3	168920.5	0	[3, 4]	0	0	0	158096	179745	158096	179745
20	3	81663.0	1	[2, 3]	1988.0	1	1	81736	83578	79602	81736
20	4	728118.0	0	[1, 2]	0	0	0	715626	740610	715626	740610
20	4	479394.5	0	[1, 3]	0	0	0	418704	540085	418704	540085
20	4	159536.75	1	[2, 3]	3124.5	5	1	160205	161993	157383	158566
20	5	96877.0	0	[2, 4]	0	0	0	86837	106917	86837	106917
20	5	198952.0	2	[2, 4]	30969.0	0	0	169099	228805	169099	228805
20	5	498272.0	0	[2, 4]	0	0	0	496907	499637	496907	499637
20	6	199218.25	3	[1, 4]	7991.5	6	1	197209	209219	193947	196498
20	6	88462.0	0	[1, 4]	0	0	0	87715	89209	87715	89209
20	6	364821.75	1	[1, 4]	2994.5	13	1	365577	367061	363099	363550
20	6	418158.0	0	[2, 3]	0	0	0	390766	445550	390766	445550
20	7	194358.5	1	[2, 4]	1860.0	2	1	194792	195785	193055	193802
20	7	963450.0	0	[1, 2]	0	0	0	963341	963559	963341	963559
20	7	703712.75	1	[3, 4]	881.5	1	1	703446	704861	703098	703446
20	7	538816.5	0	[2, 4]	0	0	0	527524	550109	527524	550109
20	7	19499.75	1	[1, 2]	17230.5	1	1	4564	17205	17205	39025
20	7	246207.0	0	[2, 4]	0	0	0	222178	270236	222178	270236
20	7	408029.5	0	[1, 3]	0	0	0	407318	408741	407318	408741
20	8	520928.25	3	[1, 3]	5096.5	10	1	518012	518748	520584	526369
20	8	341534.5	0	[2, 4]	0	0	0	340650	342419	340650	342419
20	8	698503.0	0	[2, 4]	0	0	0	697763	699243	697763	699243
20	9	349149.5	1	[1, 3]	25236.0	4	1	315334	357729	358226	365309
20	9	405610.0	1	[1, 3]	5449.0	11	1	402791	402980	407705	408964
20	9	57044.0	0	[1, 3]	0	0	0	37580	76508	37580	76508
20	10	751394.0	0	[1, 2]	0	0	0	750860	751928	750860	751928
20	10	562375.5	0	[2, 4]	0	0	0	546058	578693	546058	578693
20	10	233456.0	0	[1, 4]	0	0	0	231775	235137	231775	235137
20	10	964780.25	1	[1, 4]	1641.5	2	1	964465	966737	963521	964398
20	10	531152.5	0	[1, 4]	0	0	0	530407	531898	530407	531898
20	11	365251.0	1	[2, 3]	1569.0	1	1	364921	367150	364012	364921
20	11	34307.5	0	[1, 4]	0	0	0	33247	35368	33247	35368
20	11	546852.0	1	[2, 4]	14331.0	6	1	539062	540311	542329	565706
20	12	24192.5	0	[1, 3]	0	0	0	8033	40352	8033	40352
20	12	173546.5	0	[2, 4]	0	0	0	145781	201312	145781	201312
20	12	294549.0	0	[2, 4]	0	0	0	287960	301138	287960	301138
20	13	458314.5	0	[2, 4]	0	0	0	425180	491449	425180	491449
20	13	615421.0	0	[1, 4]	0	0	0	587425	643417	587425	643417
20	13	770893.0	0	[3, 4]	0	0	0	753129	788657	753129	788657
20	13	840848.5	1	[2, 4]	2279.0	5	1	841376	842600	839113	840305
20	13	364705.5	0	[1, 3]	0	0	0	331735	397676	331735	397676
20	14	36866.5	0	[1, 3]	0	0	0	36104	37629	36104	37629
20	15	517532.25	1	[1, 3]	6466.5	9	1	510229	518369	520441	521090
20	15	86427.5	0	[2, 3]	0	0	0	86231	86624	86231	86624
20	15	733275.0	0	[3, 4]	0	0	0	710652	755898	710652	755898
20	15	259386.5	0	[1, 4]	0	0	0	258878	259895	258878	259895
20	16	26576.5	0	[2, 4]	0	0	0	22336	30817	22336	30817
20	16	819239.0	0	[2, 4]	0	0	0	817518	820960	817518	820960
20	16	490834.5	0	[2, 3]	0	0	0	471074	510595	471074	510595
20	16	461305.0	0	[1, 2]	0	0	0	456570	466040	456570	466040
20	16	66613.5	0	[2, 3]	0	0	0	51428	81799	51428	81799
20	16	103482.5	0	[1, 2]	0	0	0	96672	110293	96672	110293
21	1	51545.0	0	[2, 3]	0	0	0	39521	63569	39521	63569
21	1	159063.5	0	[1, 4]	0	0	0	157129	160998	157129	160998
21	2	339589.5	0	[2, 3]	0	0	0	317586	361593	317586	361593
21	2	1177387.5	0	[1, 3]	0	0	0	1121925	1232850	1121925	1232850
21	2	65476.5	0	[3, 4]	0	0	0	44979	85974	44979	85974
21	2	1268212.0	0	[1, 4]	0	0	0	1265288	1271136	1265288	1271136
21	2	817110.0	0	[2, 4]	0	0	0	813229	820991	813229	820991
21	3	220015.0	0	[1, 4]	0	0	0	216347	223683	216347	223683
21	3	130499.5	0	[1, 4]	0	0	0	124890	136109	124890	136109
21	4	781858.75	1	[2, 4]	7098.5	10	1	772632	783987	785251	785565
21	4	216607.25	1	[2, 3]	4160.5	8	1	212151	216903	218191	219184
21	4	190052.0	1	[2, 3]	1947.0	1	1	187894	190263	190263	191788
21	4	641592.75	4	[1, 3]	107223.5	3	0	587840	588122	715626	740610
21	4	479394.5	0	[2, 3]	0	0	0	418704	540085	418704	540085
21	5	275546.0	0	[2, 3]	0	0	0	257527	293565	257527	293565
21	5	49851.75	1	[1, 2]	3128.5	15	1	47743	48832	51352	51480
21	5	198952.0	0	[2, 3]	0	0	0	169099	228805	169099	228805
21	6	418158.0	0	[1, 2]	0	0	0	390766	445550	390766	445550
21	6	256183.0	0	[3, 4]	0	0	0	255367	256999	255367	256999
21	7	384460.0	0	[1, 4]	0	0	0	375641	393279	375641	393279
21	7	902516.0	1	[1, 3]	455.0	1	1	902688	902799	901889	902688
21	7	769122.5	0	[1, 4]	0	0	0	754736	783509	754736	783509
21	7	19499.75	6	[4, 2]	17230.5	1	1	17205	39025	4564	17205
21	7	28115.0	6	[3, 1]	0.0	0	0	17205	39025	17205	39025
21	8	133120.0	0	[1, 4]	0	0	0	118236	148004	118236	148004
21	8	459849.5	1	[2, 3]	1458.0	7	1	460023	461134	458758	459483
21	8	762724.0	0	[1, 2]	0	0	0	748695	776753	748695	776753
21	9	302998.0	1	[1, 2]	8556.0	27	1	298708	298732	299218	315334
21	9	57044.0	0	[3, 4]	0	0	0	37580	76508	37580	76508
21	10	837375.5	1	[2, 3]	1067.0	4	1	836497	837187	837460	838358
21	10	865423.5	0	[2, 4]	0	0	0	865135	865712	865135	865712
21	10	456550.0	0	[3, 4]	0	0	0	430442	482658	430442	482658
21	10	629729.0	0	[1, 2]	0	0	0	604722	654736	604722	654736
21	10	965601.0	0	[3, 4]	0	0	0	964465	966737	964465	966737
21	11	500364.25	1	[1, 2]	659.5	3	1	500658	500730	499807	500262
21	11	225299.0	0	[2, 4]	0	0	0	217474	233124	217474	233124
21	11	366937.75	8	[3, 4]	4942.5	11	1	368920	369898	364012	364921
21	11	43263.0	0	[2, 4]	0	0	0	36946	49580	36946	49580
21	12	310582.0	0	[1, 2]	0	0	0	301138	320026	301138	320026
21	12	58317.0	0	[1, 4]	0	0	0	44718	71916	44718	71916
21	13	136112.0	0	[1, 3]	0	0	0	103864	168360	103864	168360
21	13	615421.0	0	[2, 3]	0	0	0	587425	643417	587425	643417
21	13	236687.5	1	[2, 3]	1128.0	3	1	236050	236197	236472	238031
21	13	314999.0	0	[1, 2]	0	0	0	314444	315554	314444	315554
21	13	458314.5	0	[3, 4]	0	0	0	425180	491449	425180	491449
21	13	834212.0	0	[1, 4]	0	0	0	832952	835472	832952	835472
21	14	675591.0	0	[3, 4]	0	0	0	673566	677616	673566	677616
21	14	720631.0	1	[1, 2]	4124.0	3	1	716132	721006	721513	723873
21	14	56216.5	1	[2, 3]	1606.0	2	1	56766	57273	54237	56590
21	15	541333.0	1	[1, 4]	2733.0	6	1	542009	543390	539721	540212
21	15	733275.0	0	[2, 4]	0	0	0	710652	755898	710652	755898
21	15	192215.25	1	[3, 4]	2504.5	2	1	193236	193699	190211	191715
21	16	755537.5	1	[2, 4]	3527.0	1	1	750744	756804	756804	757798
21	16	359927.75	1	[2, 4]	972.5	1	1	359774	361054	359109	359774
21	16	490834.5	0	[1, 4]	0	0	0	471074	510595	471074	510595
21	16	701770.0	0	[3, 4]	0	0	0	701031	702509	701031	702509
21	16	92529.5	1	[1, 3]	6546.0	4	1	83089	95424	95567	96038
21	16	26576.5	0	[3, 4]	0	0	0	22336	30817	22336	30817
21	16	66613.5	0	[1, 4]	0	0	0	51428	81799	51428	81799
22	2	1026920.5	0	[3, 4]	0	0	0	820991	1232850	820991	1232850
22	2	262114.5	0	[1, 4]	0	0	0	162636	361593	162636	361593
22	2	545739.0	0	[1, 4]	0	0	0	539436	552042	539436	552042
22	3	135007.0	5	[1, 2]	0	0	0	111918	158096	111918	158096
22	3	135007.0	5	[3, 4]	0	0	0	111918	158096	111918	158096
22	4	417092.5	0	[1, 4]	0	0	0	415481	418704	415481	418704
22	4	747855.5	0	[3, 4]	0	0	0	740610	755101	740610	755101
22	4	479394.5	0	[3, 4]	0	0	0	418704	540085	418704	540085
22	5	157821.0	0	[1, 3]	0	0	0	86837	228805	86837	228805
22	5	326839.0	0	[1, 3]	0	0	0	310053	343625	310053	343625
22	5	261185.0	0	[2, 4]	0	0	0	228805	293565	228805	293565
22	6	144543.75	3	[1, 2]	77495.5	3	1	130819	235764	80794	130798
22	6	387593.0	0	[1, 3]	0	0	0	286862	488324	286862	488324
22	7	239857.0	0	[1, 4]	0	0	0	127409	352305	127409	352305
22	7	928834.25	1	[1, 3]	305.5	3	1	928903	929071	928473	928890
22	7	779789.5	0	[1, 4]	0	0	0	747118	812461	747118	812461
22	7	438662.5	2	[1, 4]	84010.0	0	0	416896	460429	416896	460429
22	8	715476.5	0	[3, 4]	0	0	0	715183	715770	715183	715770
22	8	427726.0	0	[2, 4]	0	0	0	342846	512606	342846	512606
22	8	125366.5	1	[3, 4]	15507.0	1	1	116990	118236	118236	148004
22	8	573455.0	0	[1, 3]	0	0	0	513409	633501	513409	633501
22	9	146275.0	0	[2, 4]	0	0	0	134428	158122	134428	158122
22	9	245115.5	0	[2, 3]	0	0	0	244940	245291	244940	245291
22	10	449444.25	1	[2, 3]	42549.5	8	1	427324	429015	429071	512367
22	11	586478.0	1	[2, 4]	29749.0	2	1	542329	600878	601002	601703
22	11	229568.5	1	[1, 3]	8539.0	2	1	233274	234402	217474	233124
22	12	321439.5	1	[1, 3]	1675.0	8	1	322016	322538	320298	320906
22	12	202971.5	1	[1, 3]	107937.0	14	1	256691	257189	44718	253288
22	13	692331.5	0	[2, 4]	0	0	0	643417	741246	643417	741246
22	13	387524.0	0	[2, 3]	0	0	0	271896	503152	271896	503152
22	15	292956.25	4	[1, 3]	196965.5	54	0	18940	370007	391441	391442
22	16	255120.75	1	[1, 2]	143856.5	1	1	141202	225183	225183	428915
22	16	688366.0	3	[1, 2]	85815.0	52	1	648193	814354	645449	645468
22	16	834944.0	0	[2, 4]	0	0	0	828941	840947	828941	840947
23	1	51545.0	0	[1, 2]	0	0	0	39521	63569	39521	63569
23	1	160060.0	1	[1, 4]	1993.0	1	1	157129	160998	160998	161115
23	2	1177387.5	0	[2, 3]	0	0	0	1121925	1232850	1121925	1232850
23	2	707621.75	8	[1, 3]	5869.5	31	1	704567	704807	710502	710611
23	2	995438.0	0	[1, 2]	0	0	0	993065	997811	993065	997811
23	2	339589.5	0	[1, 4]	0	0	0	317586	361593	317586	361593
23	2	65476.5	0	[1, 2]	0	0	0	44979	85974	44979	85974
23	2	911182.0	0	[2, 4]	0	0	0	880434	941930	880434	941930
23	2	557936.5	0	[1, 3]	0	0	0	552042	563831	552042	563831
23	2	1268212.0	0	[2, 3]	0	0	0	1265288	1271136	1265288	1271136
23	3	220015.0	0	[1, 3]	0	0	0	216347	223683	216347	223683
23	3	255948.75	1	[2, 3]	1142.5	8	1	255063	255692	256268	256772
23	3	110092.25	1	[1, 2]	924.5	1	1	108859	110401	110401	110708
23	4	577959.0	1	[1, 2]	845.0	1	1	578041	578722	577032	578041
23	4	631511.0	0	[1, 2]	0	0	0	588239	674783	588239	674783
23	4	859554.5	0	[2, 3]	0	0	0	853456	865653	853456	865653
23	4	50940.5	0	[2, 4]	0	0	0	50495	51386	50495	51386
23	4	301863.0	0	[1, 4]	0	0	0	301661	302065	301661	302065
23	5	58661.0	4	[1, 2]	5292.0	16	0	55822	56208	62103	62186
23	5	314549.75	1	[3, 4]	24578.5	16	1	310053	343625	297706	306815
23	5	112512.0	0	[3, 4]	0	0	0	111360	113664	111360	113664
23	5	198952.0	0	[1, 2]	0	0	0	169099	228805	169099	228805
23	6	315367.0	0	[1, 3]	0	0	0	315169	315565	315169	315565
23	6	150154.0	1	[3, 4]	1644.0	5	1	149090	149574	150243	151709
23	7	384460.0	0	[1, 4]	0	0	0	375641	393279	375641	393279
23	7	10884.5	0	[1, 3]	0	0	0	4564	17205	4564	17205
23	7	587570.0	0	[1, 2]	0	0	0	586980	588160	586980	588160
23	7	929432.5	0	[2, 3]	0	0	0	929235	929630	929235	929630
23	7	733543.5	1	[1, 4]	134.0	2	1	733401	733552	733582	733639
23	7	681372.0	0	[1, 3]	0	0	0	680876	681868	680876	681868
23	7	1017503.5	0	[2, 4]	0	0	0	1016208	1018799	1016208	1018799
23	8	610244.5	0	[1, 2]	0	0	0	586988	633501	586988	633501
23	8	35548.5	0	[3, 4]	0	0	0	16824	54273	16824	54273
23	8	393248.5	0	[2, 3]	0	0	0	370029	416468	370029	416468
23	8	762724.0	0	[3, 4]	0	0	0	748695	776753	748695	776753
23	8	169961.75	1	[2, 3]	2029.5	5	1	168400	169494	170894	171059
23	9	371371.0	6	[4, 3]	1086.0	1	1	371880	371948	369776	371880
23	9	371738.75	6	[2, 1]	1821.5	9	1	372544	372755	369776	371880
23	9	67856.5	1	[1, 2]	21625.0	7	1	37580	76508	77980	79358
23	10	512245.75	1	[1, 4]	1224.5	1	1	510900	512367	512367	513349
23	10	970261.25	1	[2, 4]	1630.5	6	1	970727	971426	969165	969727
23	10	105683.5	1	[2, 3]	13671.0	1	1	102094	122944	95602	102094
23	10	877378.25	1	[1, 3]	670.5	2	1	876748	877338	877434	877993
23	10	580562.5	0	[1, 4]	0	0	0	580259	580866	580259	580866
23	10	703701.5	1	[3, 4]	33538.0	11	1	686701	687164	690358	750583
23	11	371185.0	0	[1, 4]	0	0	0	370943	371427	370943	371427
23	11	66023.5	0	[1, 3]	0	0	0	49580	82467	49580	82467
23	11	507791.5	1	[2, 3]	3302.0	6	1	508911	509974	505639	506642
23	11	500632.0	1	[1, 4]	124.0	1	1	500482	500658	500658	500730
23	13	556183.5	0	[3, 4]	0	0	0	540144	572223	540144	572223
23	13	770893.0	0	[1, 2]	0	0	0	753129	788657	753129	788657
23	13	835412.0	1	[1, 2]	2400.0	2	1	835556	837668	832952	835472
23	13	136112.0	0	[3, 4]	0	0	0	103864	168360	103864	168360
23	13	364705.5	0	[1, 2]	0	0	0	331735	397676	331735	397676
23	14	516641.0	1	[3, 4]	347.0	25	1	516770	516859	516460	516475
23	14	112822.5	0	[1, 3]	0	0	0	112353	113292	112353	113292
23	14	210655.75	1	[3, 4]	73.5	4	1	210580	210658	210676	210709
23	14	445915.0	1	[3, 4]	497.0	18	1	445585	445748	446127	446200
23	15	451263.0	0	[1, 4]	0	0	0	435311	467215	435311	467215
23	15	197201.25	1	[3, 4]	1423.5	1	1	197519	198307	195460	197519
23	15	86962.25	1	[2, 4]	1069.5	1	1	86624	88370	86231	86624
23	15	680495.5	0	[1, 3]	0	0	0	670632	690359	670632	690359
23	16	40533.0	0	[3, 4]	0	0	0	31079	49987	31079	49987
23	16	531931.75	1	[2, 3]	4491.5	14	1	534038	534317	529551	529821
23	16	686197.0	0	[2, 3]	0	0	0	685541	686853	685541	686853
23	16	737873.0	1	[1, 4]	2338.0	11	1	738797	739287	736393	737015
23	16	26576.5	5	[3, 4]	0	0	0	22336	30817	22336	30817
23	16	26576.5	5	[1, 2]	0	0	0	22336	30817	22336	30817
23	16	138646.0	0	[1, 2]	0	0	0	136090	141202	136090	141202
23	16	383915.75	1	[1, 4]	1039.5	15	1	383180	383612	384416	384455
23	16	827418.5	1	[1, 2]	458.0	3	1	827558	827737	826913	827466
24	1	51545.0	5	[1, 3]	0	0	0	39521	63569	39521	63569
24	1	51545.0	5	[4, 2]	0	0	0	39521	63569	39521	63569
24	1	143432.0	1	[3, 4]	16984.0	9	1	151089	152759	121012	148868
24	1	112149.0	0	[3, 4]	0	0	0	111631	112667	111631	112667
24	2	772840.0	0	[1, 4]	0	0	0	732451	813229	732451	813229
24	2	1023947.5	1	[1, 4]	1566.0	2	1	1024139	1025322	1022442	1023887
24	2	267129.0	0	[1, 4]	0	0	0	255464	278794	255464	278794
24	2	1177387.5	0	[2, 3]	0	0	0	1121925	1232850	1121925	1232850
24	2	1268212.0	0	[1, 3]	0	0	0	1265288	1271136	1265288	1271136
24	2	545739.0	0	[1, 4]	0	0	0	539436	552042	539436	552042
24	3	220015.0	0	[2, 4]	0	0	0	216347	223683	216347	223683
24	3	168920.5	0	[3, 4]	0	0	0	158096	179745	158096	179745
24	4	561500.0	0	[2, 3]	0	0	0	545970	577030	545970	577030
24	4	305159.0	1	[2, 3]	740.0	3	1	304725	304853	305005	306053
24	4	775281.5	1	[2, 4]	6056.0	1	1	772632	783987	771875	772632
24	4	117868.25	1	[1, 4]	5315.5	8	1	114314	116107	120365	120687
24	5	442488.25	1	[1, 2]	363.5	2	1	442221	442392	442419	442921
24	5	9971.0	0	[1, 2]	0	0	0	7910	12032	7910	12032
24	5	46563.25	1	[1, 2]	187.5	1	1	46381	46558	46558	46756
24	6	418158.0	0	[2, 3]	0	0	0	390766	445550	390766	445550
24	6	173061.0	0	[2, 3]	0	0	0	153304	192818	153304	192818
24	6	73799.5	0	[1, 4]	0	0	0	69747	77852	69747	77852
24	7	28115.0	0	[1, 2]	0	0	0	17205	39025	17205	39025
24	7	246207.0	0	[3, 4]	0	0	0	222178	270236	222178	270236
24	7	943946.75	1	[2, 3]	2827.5	6	1	941482	943584	944745	945976
24	7	588230.25	1	[1, 4]	1320.5	3	1	588355	589426	586980	588160
24	8	189825.5	0	[3, 4]	0	0	0	189335	190316	189335	190316
24	8	655374.0	0	[2, 3]	0	0	0	638970	671778	638970	671778
24	8	393248.5	0	[2, 4]	0	0	0	370029	416468	370029	416468
24	9	336531.5	0	[2, 3]	0	0	0	315334	357729	315334	357729
24	9	139321.5	0	[1, 4]	0	0	0	136226	142417	136226	142417
24	9	254690.75	1	[1, 4]	1271.5	72	1	255317	255336	254034	254076
24	9	370828.0	0	[3, 4]	0	0	0	369776	371880	369776	371880
24	10	537833.5	0	[1, 4]	0	0	0	537221	538446	537221	538446
24	10	456550.0	0	[2, 3]	0	0	0	430442	482658	430442	482658
24	10	629729.0	0	[3, 4]	0	0	0	604722	654736	604722	654736
24	11	408879.5	0	[1, 4]	0	0	0	381880	435879	381880	435879
24	11	354172.75	1	[2, 3]	8462.5	3	1	353236	363572	349220	350663
24	11	594365.25	1	[1, 3]	113.5	1	1	594392	594452	594225	594392
24	11	259947.25	1	[3, 4]	1376.5	2	1	259085	259433	260291	260980
24	11	508949.75	1	[2, 3]	985.5	1	1	508911	509974	508003	508911
24	12	216966.5	0	[2, 3]	0	0	0	216725	217208	216725	217208
24	12	41560.0	1	[2, 4]	1842.0	3	1	41190	43772	40352	40926
24	12	58317.0	0	[1, 2]	0	0	0	44718	71916	44718	71916
24	13	205454.0	0	[1, 4]	0	0	0	195095	215813	195095	215813
24	13	747724.0	0	[3, 4]	0	0	0	742476	752972	742476	752972
24	14	648027.25	1	[3, 4]	799.5	1	1	646967	648288	648288	648566
24	14	45578.25	1	[3, 4]	3507.5	6	1	43769	43880	46640	48024
24	15	580459.5	0	[3, 4]	0	0	0	580363	580556	580363	580556
24	15	535406.5	1	[1, 3]	5218.0	20	1	537687	538344	532341	533254
24	15	124447.5	0	[1, 4]	0	0	0	123869	125026	123869	125026
24	15	733275.0	0	[1, 4]	0	0	0	710652	755898	710652	755898
24	15	357667.5	0	[1, 4]	0	0	0	349233	366102	349233	366102
24	16	705297.5	0	[3, 4]	0	0	0	703467	707128	703467	707128
24	16	432739.0	0	[1, 4]	0	0	0	430738	434740	430738	434740
24	16	89256.5	0	[1, 3]	0	0	0	83089	95424	83089	95424
24	16	787193.5	0	[3, 4]	0	0	0	760033	814354	760033	814354
24	16	26576.5	0	[1, 2]	0	0	0	22336	30817	22336	30817
25	1	51545.0	0	[2, 4]	0	0	0	39521	63569	39521	63569
25	1	110545.5	1	[1, 3]	611.0	7	1	110608	111094	110116	110364
25	2	514047.0	0	[1, 3]	0	0	0	491652	536442	491652	536442
25	2	1268212.0	5	[4, 3]	0	0	0	1265288	1271136	1265288	1271136
25	2	1268212.0	5	[2, 1]	0	0	0	1265288	1271136	1265288	1271136
25	2	995438.0	0	[2, 4]	0	0	0	993065	997811	993065	997811
